year,date,category,country,city,event,line
"1977","9 апреля","ussr","СССР","Заречье","departure","В 1ЗJ»Л.И. вылетел из «Завндово» вертолетом и в 142!! прибыл на дачу в «Заречье»."
"1977","12 апреля","ussr","СССР","Завидово","departure","В 18UO Л.И. выехал на дачу, откуда вертолетом вылетел в Завидово. В 1900 вертолет приземлился."
"1977","12 апреля","ussr","СССР","Заречье","stay","В 141Q Л. И. возвратился из Завидово в Заречье-б."
"1977","21 апреля","ussr","СССР","Заречье","departure","В 2035 Л.И. уехал на дачу в «Заречье»."
"1977","22 апреля","ussr","СССР","Завидово","departure","В II!!:IЛ.И. вертолетом вылетел в «Завидово», куда прибыл в 113.2."
"1977","22 апреля","ussr","СССР","Заречье","departure","В 13 ч. 46 мин. вертолетом вылетел из «Завидово» и в 14 ч. 26 мин. прибыл в Заречье."
"1977","22 апреля","ussr","СССР","Заречье","departure","В 2QJ!! Л.И. уехал на дачу в «Заречье»."
"1977","29 апреля","ussr","СССР","Завидово","departure","В 12 ч. 10 мин. вертолетом вылетел в «Завидово» и в 12 ч. 50 мин. прибыл на место."
"1977","4 мая","ussr","СССР","Заречье","departure","В 1810 выехал и в 18:>8 nриехал на дачу в «Заречье»."
"1977","5 мая","ussr","СССР","Завидово","departure","В 132ilЛ.И. выехал на дачу н в J3iill вертолетом вылетеJI в Завидово."
"1977","10 мая","ussr","СССР","Заречье","departure","Уехал Л.И. в «Заречье» в 21 lli_"
"1977","13 мая","ussr","СССР","Завидово","stay","Л.И. находился в «Завидово»."
"1977","17 мая","ussr","СССР","Фрунзе","departure","В 1 О ч. 45 мин. Л.И. выехал в Краснознаменный зал LЩСА им[ е ни] Фрунзе ДJIЯ прощания с П.В. Деменп,евым."
"1977","19 мая","ussr","СССР","Заречье","departure","В 191J)Л.И. уехал на дачу в «Заречье»."
"1977","21 мая","ussr","СССР","Завидово","stay","Л. И. находился в «Завидово»."
"1977","22 мая. воскресенья","ussr","СССР","Заречье","departure","В 1200 выехал в Москву 11 в 141!! nрибыл в «Заречье»."
"1977","25 мая","ussr","СССР","Заречье","departure","В 2()30 Л.И. выехал на дачу в «Заречье»."
"1977","1 июня","ussr","СССР","Алма-Ата","departure","В 1 ().45 приехал в Кремль. Принял т. Uуканова Г.Э., переговорил по т[ елефо ]ну с тт. Русаковым К.В., Кунаевым Д.А.- Алма-Ата."
"1977","3 июня","ussr","СССР","Заречье","departure","В 17J..:i Л.И. выехал на дачу в «Заречье», оттуда вертолетом отбыл в «Завидово»."
"1977","3 июня","ussr","СССР","Завидово","departure","В 17J..:i Л.И. выехал на дачу в «Заречье», оттуда вертолетом отбыл в «Завидово»."
"1977","7 июня","ussr","СССР","Заречье","departure","В 19~ Л.И. уехал на дачу в «Заречье»."
"1977","10 июня","ussr","СССР","Завидово","departure","В 17 ч. 30 мин. Л. И. выехал на дачу. В 17 ч. 52 Л. И. на вертолете вылетел в Завидово, а в 18 ч. 28 мин. прибыл на место."
"1977","12 июня","ussr","СССР","Заречье","departure","В IIJ!!Л.И. выехал из «Завидово» и приехал в JЗЫ в «Заречье»."
"1977","14 июня","foreign","ФРГ",None,"stay","Г. -Д. Геншером. С советской стороны принимали участие тт. Громыко А.А., Блатов А. И. и Фалин В.М. (посол СССР в ФРГ); с немецкой - статс-секретаrь МИДа' и посо"
"1977","15 июня","ussr","СССР","Заречье","departure","Уехал Л.И. в Заречье в 200!1."
"1977","16 июня","ussr","СССР","Завидово","departure","В 17;ш Л.И. выехал на дачу, затем в «Завидово»."
"1977","20 июня","foreign","Франция","Париж","departure","В 9!& Л.И. отбыл во Внуково-[[, откуда в 9;ш сnецрейсом (самолетом ИЛ-62М) Л.И. вылетел в Париж ( Орли ). В аэропорт Орли самолет прибыл в 1325• Состоялась торж"
"1977","24 июня","ussr","СССР","Завидово","departure","В 1733 Л.И. выехал на дачу и с дачи в J7ibl вертолетом вылетел в «Завидово» и nрилетели в 1830."
"1977","27 июня","ussr","СССР","Заречье","departure","В 1 goo Л.И. выехал в nоликлинику, в 2000 на дачу в «Заречье»."
"1977","2 июля","ussr","СССР","Завидово","stay","Л.И. находился в «Завидово»."
"1977","3 июля","ussr","СССР","Заречье","departure","Л.И. находился в «Завидово», в !21!1 оттуда выехал на машине и в 14.00 прибыл на дачу в «Заречье»."
"1977","3 июля","ussr","СССР","Завидово","departure","Л.И. находился в «Завидово», в !21!1 оттуда выехал на машине и в 14.00 прибыл на дачу в «Заречье»."
"1977","4 июля","ussr","СССР","Заречье","departure","В 2~Л.И. уехал на дачу в <<Заречье»."
"1977","11 июля","ussr","СССР","Крым","departure","В I9JU Л.И. nоездом с вагон[ ной] базы отбыл в Крым на отдых."
"1977","19 августа","ussr","СССР","Иркутск","departure","Внуково-11 д.ля правадов его спецсамолетом в Иркутске (самолет вылетел в 1 01111)."
"1977","19 августа","ussr","СССР","Крым","departure","В ](}!О Л.И. сnецсамолетом вылетел в Крым д.ля продолжения отдыха."
"1977","5 сентября","ussr","СССР","Заречье","stay","Л.И.- находился на даче в «Заречье», переговорил по телефону с тт. Черненко К. У.,"
"1977","5 сентября","ussr","СССР","Завидово","departure","В 11il.1 вертолетом вылетел в «Завидово»."
"1977","11 сентября","ussr","СССР","Заречье","departure","В I?f:JJ. Л.И. выехал из «Завидово» и в J9!lli приехал в Заречье."
"1977","23 сентября","ussr","СССР","Завидово","departure","В 9f>lЛ.И. вертолетом отбыл в Завидово, куда прибыл в 10~."
"1977","8 октября","ussr","СССР","Завидово","departure","Л.И. в 1100 ч. выехал в Завидово."
"1977","12 октября","ussr","СССР","Заречье","stay","Л.И. - находился на даче в Заречье."
"1977","27 октября","ussr","СССР","Завидово","departure","В 11!.2 выехал в «Завндово»."
"1977","4 ноября","ussr","СССР","Заречье","departure","Уехал Л.И. в 20!1!! в Заречье."
"1977","6 ноября. воскресенье","ussr","СССР","Завидово","departure","Л. И. находился в «Завидово>>, в 12;ш выехал на дачу, куда прибыл в 13''."
"1977","26 ноября","ussr","СССР","Завидово","departure","В 11!15Jl.И. сдачи выехал в «Завидово»."
"1977","4 декабря","ussr","СССР","Заречье","departure","В 12~ Л.И. выехал из «Завидово>>, в 1410 прибыл на дачу в «Заречье>>."
"1977","7 декабря","ussr","СССР","Заречье","departure","В 2Qill1 Л.И. выехал на дачу в «Заречье»."
"1977","30 декабря","foreign","Чехословакия","Прага","stay","Л.И. находился в б[ ольни ]це. По телефону разговаривал с Г. Гусаком (Прага), Я. Кадаром"
"1977","31 декабря","ussr","СССР","Заречье","departure","В 20 ч. 30 мин. Л.И. приехал на дачу в Заречье."
"1978","14 января 1978 г.","ussr","СССР","Барвиха","stay","Л. И. находился в «Барвихе»."
"1978","19 января 1978 г.","ussr","СССР","Завидово","departure","Л.И. в J()2!l из «Барвихи>> выехал в «Завидово>>, в J2l!1 был там."
"1978","25 января 1978 г.","ussr","СССР","Заречье","departure","В 181fl ч. выехал на дачу в «Заречье>> б."
"1978","25 января 1978 г.","ussr","СССР","Завидово","departure","В 1 05!1 Л.И. выехал в «Завидово>>, куда nрибыл в 122!!."
"1978","29 января 1978 г.","ussr","СССР","Заречье","departure","В 12 Л.И. выехал из «Завидово>> и nриехал в «Заречье>>-6 в 1400."
"1978","31 января 1978 г.","ussr","СССР","Заречье","departure","Уехал Л. И. на дачу в «Заречье>> в 1810."
"1978","3 февраля 1978 г.","ussr","СССР","Завидово","departure","В 1211.> ч. выехал в Завидово."
"1978","5 февраля 1978 г.","ussr","СССР","Заречье","departure","Л.И. - находился в «Завидово» в 1210 из «Завидово» выехал в 14.1.0 прибыл на дачу в «Заречье»."
"1978","5 февраля 1978 г.","ussr","СССР","Завидово","departure","Л.И. - находился в «Завидово» в 1210 из «Завидово» выехал в 14.1.0 прибыл на дачу в «Заречье»."
"1978","11 февраля","ussr","СССР","Заречье","departure","Л.И. находился в «Завидово». В 12 ч. 50 мин. Л.И. выехал из «Завидово» и в 14 ч. 15 мин. прибыл на дачу в «Заречье»."
"1978","17 февраля","ussr","СССР","Завидово","departure","В JJ212Л.И. выехал в «Завидово>>, куда nрибыJJ в 1220."
"1978","21 февраля 1978 г.","ussr","СССР","Заречье","stay","В 2ОЫ вернулся на дачу в «Заречье»."
"1978","24 февраля","ussr","СССР","Завидово","departure","В 11 ч. 30 мин. Л.И. выехал в Завидовu и в 12 ч. 55 м. nрибыл на место."
"1978","2 марта","ussr","СССР","Завидово","departure","В 11 ч. 45 мин. Л.И. выехал в Завидово и в 12 ч. 55 мин. прибыл на место."
"1978","5 марта","ussr","СССР","Заречье","departure","В 1300 Л.И. выехал в Москву и в 141!1 прибыл на дачу в «Заречье>>."
"1978","10 марта","ussr","СССР","Завидово","departure","В 11 !Ш выехал в «Завидово »."
"1978","14 марта 1978 r.","ussr","СССР","Заречье","departure","Уехал J1.И. в 201> на дачу в «Заречье>>."
"1978","17 марта","ussr","СССР","Завидово","departure","В IQ;!,lЛ.И. выехал в «Завидово», куда прибыл в 11:;,;."
"1978","22 марта","ussr","СССР","Заречье","departure","В 1921JЛ.И. выехал на дачу в «Заречье»."
"1978","24 марта","ussr","СССР","Завидово","departure","В 12.00 Л.И. выехал в Завидово и в 13 ч. 30 мин. прибыл на место."
"1978","29 марта","ussr","СССР","Владивосток","stay","Л.И. находился в пути ( спецпоезд <<Москва Владивосток>>)."
"1978","31 марта 1978 г.","ussr","СССР","Заречье","departure","Уехал Л.И. в 18:ill в Заречье."
"1978","31 марта 1978 г.","ussr","СССР","Завидово","departure","В 1311! выехал в «Завидово>>."
"1978","21 апреля 1978 г.","ussr","СССР","Заречье","departure","В 2000 выехал и в 2010 nрибыл на дачу в «Заречье»."
"1978","22 апреля Суббота","ussr","СССР","Завидово","departure","В 17 ч. 45 мин. Л.И. выехал в Завидово и в 21 ч. 15 мин. вернулся из Завндово на дачу."
"1978","22 апреля Суббота","ussr","СССР","Заречье","stay","В 2(}1.0 Л.И. возвратился на дачу в Заречье."
"1978","22 апреля Суббота","ussr","СССР","Завидово","stay","Л.И. находился в «Завидово»."
"1978","22 апреля Суббота","ussr","СССР","Заречье","departure","В 13!ЮЛ.И.- выехал из Завидово, в 14.Ш прибыл на дачу в Заречье."
"1978","3 мая 1978 г.","ussr","СССР","Заречье","departure","В 1810Л.И. выехал и в 18iЫприехал на дачу в «Заречье»."
"1978","4 мая","foreign","ФРГ","Бонн","departure","В 9:ш Л.И. вылетел из Москвы (аэроnорт Внуково-11) в Бонн (ФРГ). Начался официальный визит Л.И. в Федеративную Республику Германию ( 4-7 мая 1978 с. г.)."
"1978","8 мая","ussr","СССР","Завидово","departure","В 11 оо ч. Л.И. выехал в Завидово."
"1978","9 мая 1978 г.","ussr","СССР","Заречье","departure","В 12;;u Л.И. выехал из «Завидово» и приехал в «Заречье» в 141!!."
"1978","11 мая","ussr","СССР","Завидово","departure","В 13 ч. 10 мин. Л.И. уехал в Завидово и в 14 ч. 20 мин. прибыл на место."
"1978","18 мая 1978 г.","ussr","СССР","Заречье","departure","Уехал Л.В. в 19°0 на дачу в «Заречье»."
"1978","20 мая","ussr","СССР","Завидово","departure","В 11зuч. Л.И. выехал в Завидово."
"1978","30 мая 1978 г.","foreign","Чехословакия",None,"departure","Л.И. в 1000 с аэродрома Внуково 2 отбыл с официальным визитом в ЧССР, вместе с Л.И. отбыли члены партийно-правительственной делегации: тт. Щербицкий В. В.,"
"1978","2 июня 1978 r.","ussr","СССР","Заречье","departure","В 20;;;;Л.И. приехал на дачу в «Заречье»."
"1978","10 июня","ussr","СССР","Завидово","stay","Л.И. находился в «Завидово»."
"1978","16 июня","ussr","СССР","Завидово","departure","В 1 OJ!J выехал в «Завидово»."
"1978","24 июня 1978 г.","ussr","СССР","Заречье","departure","В 12JJlЛ.И. выехал на дачу в «Заречье»."
"1978","24 июня 1978 г.","ussr","СССР","Минск","departure","В 2()!Ш Л.И. с Белорусского вокзала поездом отбыл в г. Минск."
"1978","28 июня 1978 г.","ussr","СССР","Заречье","departure","Уехал Л.И. в J9JJl на дачу в «Заречье»."
"1978","7 июля 1978 г.","ussr","СССР","Крым","departure","В 1200 с Курского вокзала Л. И. выехал в Крым на оТдых."
"1978","1 сентября 1978 г.","ussr","СССР","Заречье","stay","Л.И. находился на даче в «Заречье>>."
"1978","3 сентября 1978 г.","ussr","СССР","Астрахань","stay","Л.И. находился в Астрахани."
"1978","5 сентября 1978 г.","ussr","СССР","Заречье","stay","Л.И. находился на даче в «Заречье>>."
"1978","6 сентября 1978 г.","ussr","СССР","Киев","departure","Л.И. в 9 ч. 30 мин. выехал с дачи в аэропорт Внуково-Н. откуда самолетом в 10.00 отбыл в Киев."
"1978","9 сентября 1978 г.","ussr","СССР","Завидово","departure","В 16:illЛ.И. выехал в «Завидово»."
"1978","12 сентября 1978 г.","ussr","СССР","Заречье","departure","В 18.37 Л.И. выехал на дачу в «Заречье>>, куда прибыл в 18.55."
"1978","14 сентября","ussr","СССР","Завидово","departure","В 11.05 Л.И. выехал в «Завидово» и в 12ч. 30 мин. прибыл на место."
"1978","18 сентября","ussr","СССР","Баку","departure","В 17.00 Л.И. выехал е дачи на Курский вокзал и в 17 ч. 30 мин. отбыл из Моеквы в г. Баку nоездом."
"1978","28 сентября","ussr","СССР","Завидово","departure","В 1200выехал в «Завидово»."
"1978","6 октября 1978 г.","ussr","СССР","Завидово","departure","В 15.50 Л.И. выехал из аэроnорта «Внуково-11>> в Завидово, куда прибыл в 17.30."
"1978","9 октября 1978 r.","ussr","СССР","Заречье","departure","В 18.40 Л.И. выехал на дачу в <<Заречье», куда прибыл в 19.00."
"1978","11 октября 1978 r.","ussr","СССР","Завидово","departure","В 12.10 мин. Л.И. выехал в Завидово и в 13 ч. 30 мин. nрибыл на место."
"1978","16 октября 1978 r.","ussr","СССР","Заречье","departure","Уехал Л.И. в 1810- сначала на Грановского, а в 2().1.0 nрибыл на дачу в «Заречье»."
"1978","21 октября 1978 г.","ussr","СССР","Завидово","departure","В 11 © Л.И. с дачи выехал в Завидово."
"1978","26 октября 1978 г.","ussr","СССР","Заречье","departure","В 20.40 Л.И. выехал на дачу в «Заречье», куда прибыл в 21.00."
"1978","28 октября 1978 г.","ussr","СССР","Завидово","departure","В 1 РШЛ.И. сдачи «Заречье» выехал в «Завидово», в 12:1.1 прибыли на место."
"1978","28 октября 1978 г.","ussr","СССР","Заречье","departure","В 12lli выехал в Москву и в 14!!!! прибыл tta дачу в <<Заречье>>."
"1978","30 октября 1978 г.","ussr","СССР","Заречье","departure","Л.И. прибыл на дачу в <<Заречье>> в 21.45."
"1978","5 ноября","ussr","СССР","Завидово","departure","В 11 ч. 20 мин. выехал в Завидово и в 12 ч. 40 м. nрибыл на место."
"1978","8 ноября 1978 г.","ussr","СССР","Заречье","departure","В 17.25 Л.И. выехал на дачу в «Заречье>>, куда nрибыл в 17.40."
"1978","9 ноября 1978 г.","ussr","СССР","Завидово","departure","В 12.00 Л.И. уехал в Завидово и в 13 ч. 1 О мин. nрибыл на место."
"1978","14 ноября 1978 г.","ussr","СССР","Заречье","departure","В 19.15 Л.И. выехал на дачу в «Заречье», куда прибыл в 19.27."
"1978","18 ноября","ussr","СССР","Завидово","departure","В 1Q.>QЛ.И. выехал в «Завидово»."
"1978","20 ноября 1978 г.","ussr","СССР","Заречье","departure","В 20.45 Л.И. выехал на дачу в «Заречье>>, куда nрибыл в 21.00."
"1978","24 ноября","ussr","СССР","Завидово","departure","В 101.0 ч. Л.И. выехал в «Завидово>>. Приехал в 122.1."
"1978","26 ноября 1978 г.","ussr","СССР","Заречье","departure","В 13.25Л.И. прибыл из «Завидово» в «Заречье»."
"1978","29 ноября 1978 г.","ussr","СССР","Заречье","departure","В 192DЛ.И. прибыл на дачу в «Заречье>>."
"1978","1 декабря 1978 r.","ussr","СССР","Завидово","departure","В 11.50 Л.И. выехал в «Завидово», куда прибыл в 131li."
"1978","5 декабря 1978 г.","ussr","СССР","Заречье","departure","Из Кремля Л.И. выехал в 2().l.Q и в 2030 прибыл на дачу в «Заречье»."
"1978","7 декабря 1978 r.","ussr","СССР","Завидово","departure","В 12.25Л.И. выехал в «Завидово>>, куда nрибыл в 13.40."
"1978","11 декабря 1978 г.","ussr","СССР","Заречье","departure","Уехал Л.И. в 17fiJ. в nоликлинику, затем на дачу в Заречье, куда nрибыл в 19ill!."
"1978","14 декабря 1978 г.","ussr","СССР","Завидово","departure","В 11 !15 выехал в «Завидово»."
"1978","17 декабря 1978 г.","ussr","СССР","Заречье","departure","В 11 :;u Л.И. выехал из «Завидово» и в 13;ю прибыл на дачу в «Заречье»."
"1978","19 декабря 1978 г.","ussr","СССР","Заречье","departure","В 18.18 Л.И. выехал на дачу в «Заречье», куда прибыл в 18.35."
"1978","22 декабря 1978 г.","ussr","СССР","Завидово","departure","Л.И. сдачи выехал в «Завидово» в 1 рю, в 12J:i прибыл на место."
"1978","29 декабря 1978 г.","ussr","СССР","Заречье","departure","В 20.05 уехал на дачу в «Заречье», куда nрибыл в 20.25."
"1979","5 января","ussr","СССР","Завидово","departure","В 10 ч. 50 мин. Л. И. выехал в Завидово и в 12 ч. 20 мин. прибыл на место."
"1979","8 января","ussr","СССР","Заречье","departure","В 17.55 Л. И. уехал на дачу в «Заречье», куда nрибыл в 18.15."
"1979","11 января","foreign","Болгария",None,"departure","В 17.30 с Киевского вокзала Л. И. выехал в НР Болгарию на отдых."
"1979","17 января","ussr","СССР","Сочи","departure","В 14.10Л.И. прибыл в Сочи, а в 14.45- к месту отдыха (t = + 10°)."
"1979","19 января","ussr","СССР","Заречье","departure","В 17.30- Jl.И. - вылетел в Москву и прибыJJ на дачу в «Заречье>> в 20.05."
"1979","20 января","ussr","СССР","Завидово","departure","В 11.00 Л.И. выехал с дачи «Заречье>> в «Завидово>>."
"1979","23 января","ussr","СССР","Заречье","departure","В 19.03 Л.И. - выехал на дачу в «Заречье», куда nрибыл в 19.18."
"1979","26 января","ussr","СССР","Завидово","departure","В 11.35 выехал в <<Завидово>>, куда прибыJI в 13.05."
"1979","29 января","ussr","СССР","Заречье","departure","В 18.55 Л.И. выехал на дачу в «Заречье», куда прибыл в 19.10."
"1979","2 февраля","ussr","СССР","Сочи","departure","В 1 93iJ Л.И. выехал на КУрский вокзал и в 2000 выехал в г. Сочи."
"1979","25 февраля","ussr","СССР","Заречье","stay","Л.И. находился на даче в «Заречье>>."
"1979","8 марта","ussr","СССР","Завидово","departure","В 10.50 Л.И.- выехал в Завидово, куда прибыл в 12.25."
"1979","10 марта","ussr","СССР","Заречье","departure","В 1200 прибыл в Заречье."
"1979","15 марта","ussr","СССР","Завидово","departure","В 12.20 выехал в «Завидово»."
"1979","19 марта","ussr","СССР","Заречье","departure","Уехал Л.И. в 1 92!1 на дачу в «Заречье»."
"1979","23 марта","ussr","СССР","Завидово","departure","В 11.00 Л.И. - выехал в «Завидово», куда 11рибыл в 12.25."
"1979","2 апреля","ussr","СССР","Заречье","stay","Выезжал на дачу в «Заречье»."
"1979","2 мая","ussr","СССР","Завидово","departure","В 10.50 сдачи выехал в «Завидово», куда nрибыл в 12.30."
"1979","8 мая","ussr","СССР","Заречье","departure","В 18.20 Л.И. уехал на дачу в «Заречье»."
"1979","10 мая","ussr","СССР","Завидово","departure","В 12 ч. 40 мин. Л.И. уехал в «Завидово»."
"1979","14 мая","ussr","СССР","Заречье","departure","В 20.30 Л.И. уехал на дачу в «Заречье»."
"1979","19 мая","ussr","СССР","Завидово","stay","Л.И. находился в «Завидово>>."
"1979","23 мая","ussr","СССР","Заречье","departure","В 18.40Л.И.- выехал на дачу в «Заречье>>, куда нрибыJI в 18.55."
"1979","25 мая","ussr","СССР","Завидово","stay","Л. И. находился в Завидово."
"1979","1 июня","foreign","Венгрия","Будапешт","departure","Сегодня вечером Советская nартийно-nравительственная делегация во главе с Л.И. отбыла из Будапешта на Родину."
"1979","2 июня","ussr","СССР","Завидово","departure","В 11 ао выехал в Завидово."
"1979","4 июня","ussr","СССР","Заречье","departure","В 20.50Л.И. выехал на дачу в «Заречье», куда прибыл в 21.03."
"1979","7 июня","ussr","СССР","Завидово","departure","Выехал Л.И. в «Завидово» в 12.05."
"1979","10 июня","ussr","СССР","Заречье","departure","В 10.50Л.И.- выехал из Завилоно на дачу в «ЗареЧI>е». куда прибыл в 13.26."
"1979","16 июня","foreign","Австрия","Вена","stay","Л. И. находился в Вене (Австрия)."
"1979","19 июня","ussr","СССР","Заречье","stay","Л.И. fJаходился на даче в «Заречье»."
"1979","24 июня","ussr","СССР","Ялта","stay","Л.И. находился на отдыхе в Ялте."
"1979","18 июля","ussr","СССР","Крым","stay","Л.И. находился на отдыхе в Крыму."
"1979","20 июля","ussr","СССР","Ялта","stay","Л. И. находился на отдыхе в Ялте."
"1979","22 июля","ussr","СССР","Феодосия","stay","После поездки в г. Феодосию Л.И. возвратился в Ялту."
"1979","23 июля","ussr","СССР","Ялта","stay","Л.И. находился на отдыхе в Ялте."
"1979","26 июля","ussr","СССР","Крым","stay","Л. И. находился на отдыхе в Крыму."
"1979","15 августа","ussr","СССР","Симферополь","departure","Л.И. - в 1212 самолетом отбыл из Симфероnоля в Москву. В IЗfill самолет сделал nосадку в аэроnорту Внукова-2, в J41ill Л.И. nосле короткой беседы с встречавшими"
"1979","16 августа","ussr","СССР","Завидово","departure","Л.И. в 10 ч. 20 мин. выехал в Завидово и в 11 ч .. ЗО мин. nрибыл на место."
"1979","19 августа","ussr","СССР","Заречье","departure","Л.И. в J22D выехал из «Завидово» и в IЗJ!! прибыл на дачу в «Заречье»."
"1979","21 августа","ussr","СССР","Заречье","departure","В 18.20 Л.И. уехал на дачу в «Заречье», куда nрибыл в 18.37."
"1979","24 августа","ussr","СССР","Завидово","departure","Л. И. в 1 О ч. 50 мин. выехал с дачи в «Завидово>> и в 12 ч. 07 мин. прибыл на место."
"1979","25 августа","ussr","СССР","Заречье","departure","Л.И. находился в «Завидово», откуда в 17.45 выехал на дачу в «Заречье»."
"1979","25 августа","ussr","СССР","Завидово","departure","Л.И. находился в «Завидово», откуда в 17.45 выехал на дачу в «Заречье»."
"1979","25 августа","ussr","СССР","Заречье","departure","Уехал Л.И. в 191.5 в Заречье."
"1979","31 августа","ussr","СССР","Киев","departure","Л.И. - в 1()30 выехал из Заречья в аэропорт Внуково-2, в 11 111 самолетом отбыл в г. Киев, туда прибыл в 12.1.1!."
"1979","1 сентября","ussr","СССР","Киев","stay","Л.И. находился в Киеве."
"1979","2 сентября","ussr","СССР","Заречье","departure","В 12.55 приехал на дачу в «Заречье>>."
"1979","8 сентября","ussr","СССР","Астрахань","departure","Л.И. в 9Шi сдачи из «Заречья» выехал на аэродром «Внуково-2», а оттуда самолетом отбыл в г. Астрахань ( 1220 прибыли)."
"1979","10 сентября","ussr","СССР","Заречье","departure","В 20.35 Л. И. выехал на дачу в «Заречье», куда прибыл в 20.45."
"1979","13 сентября","ussr","СССР","Завидово","departure","В 12.00 Л.И. уехал в «Завидово», куда прибыл в 13.25."
"1979","16 сентября","ussr","СССР","Заречье","departure","Л.И. выехал из Завидово в 11 ч. 50 м. и в 13 ч. 15 м. прибыл на дачу в Заречье."
"1979","17 сентября","ussr","СССР","Заречье","departure","В 19.05 Л.И. уехал на дачу в «Заречье»."
"1979","21 сентября","ussr","СССР","Днепропетровск","departure","Л.И. в 10.10 выехал из «Заречья» в аэропорт «Внуково-2», в 10.40 самолетом отбыл в г. Днепропетровск ( приземлилея в 11.53 )."
"1979","22 сентября","ussr","СССР","Заречье","departure","В 20.40 Л.И. прибыл на дачу в «Заречье»."
"1979","23 сентября","ussr","СССР","Завидово","departure","В 10.40- Л.И. -выехал в Завидово."
"1979","25 сентября","ussr","СССР","Заречье","departure","В 21.20 Л.И. - прибыл на дачу в Заречье."
"1979","27 сентября","ussr","СССР","Завидово","departure","В 12.05 уехал в «Завидово»."
"1979","1 октября","ussr","СССР","Заречье","departure","В 21.30 Л.И. прибыл на дачу в «Заречье»."
"1979","4 октября","foreign","ГДР","Берлин","departure","В 9.25 Л.И. выехал в аэропорт «Внуково-2», откуда в 10.00 вылетел в Берлин с официальным визитом на юбилейные торжества по случаю 30-летия ГДР."
"1979","8 октября","ussr","СССР","Заречье","departure","В 15.00 Л.И. - прибыл во« Внуково-2»; в 15.23 - на дачу в «Заречье»."
"1979","11 октября","ussr","СССР","Барвиха","stay","JI.И. - находился в «Барвихе»."
"1979","21 октября","ussr","СССР","Заречье","departure","Л.И. находился в Барвихе и в 18 ч. 25 м. прибыл на дачу в Заречье."
"1979","21 октября","ussr","СССР","Барвиха","departure","Л.И. находился в Барвихе и в 18 ч. 25 м. прибыл на дачу в Заречье."
"1979","22 октября","ussr","СССР","Заречье","departure","Уехал Л.И. в 18ЗU на дачу в «Заречье»."
"1979","26 октября","ussr","СССР","Завидово","departure","С аэродрома Внуково-2 Л.И. выехаJJ в lllU в Завидово, в 12iill прибыли на место."
"1979","28 октября","ussr","СССР","Заречье","departure","Выехал оттуда в 11.50 и прибыл на дачу в «Заречье» в 1 3.30."
"1979","2 ноября","ussr","СССР","Завидово","departure","В 11.00 выехал в Завидово и прибыл на место в 12 ч. 30 мин."
"1979","5 ноября","ussr","СССР","Заречье","departure","В 18.00 Л.И. -выехал на дачу в «Заречье», куда нрибыл в 18.18."
"1979","8 ноября","ussr","СССР","Завидово","departure","В !13.0 ч. Л.И. выехал в «Завидово»."
"1979","11 ноября","ussr","СССР","Заречье","departure","Уехал Л.И. в !85!1 на дачу в «Заречье»."
"1979","12 ноября","ussr","СССР","Рига","departure","В 18 ч. 25 мин. Л.И. выехал в Лужники на хоккей ( Кр[ ылья] Советов -Динамо- Рига) и в 21 ч. 15 мин. прибыли на дачу."
"1979","13 ноября","ussr","СССР","Горький","departure","В 18.40- Л.И. - выехал в Лужники на хоккейный матч команд «Ди11амо» (М[ ос ква j)«Торпеда)) (Горький)."
"1979","15 ноября","ussr","СССР","Заречье","stay","В 21.35 возвратился на дачу в «Заречье»."
"1979","16 ноября","ussr","СССР","Завидово","departure","В 11111 выехал в «Завидово» и в 13\Ы врибыл на место."
"1979","19 ноября","ussr","СССР","Заречье","departure","В 21.00 Л.И. выехал на дачу в «Заречье», куда прибыл в 21.15."
"1979","23 ноября","ussr","СССР","Завидово","departure","В 11 ч. 40 мин. выехал в Завидово и в 13.00 прибыл на место."
"1979","26 ноября","ussr","СССР","Заречье","departure","В 18.05 уехал на дачу в «Заречье», куда прибыл в 18.27."
"1979","1 декабря","ussr","СССР","Завидово","stay","Л.И.- находился в «Завидово»."
"1979","6 декабря","ussr","СССР","Заречье","departure","Уехал Л. И. в 1900 на дачу в «Заречье»."
"1979","7 декабря","ussr","СССР","Завидово","departure","В 11.30 Л.И. выехал в «Завидово», куда nрибыл в 13.00."
"1979","8 декабря","ussr","СССР","Заречье","departure","Уехал Л.И. на дачу в «Заречье» в 191.0."
"1979","14 декабря","ussr","СССР","Завидово","departure","Л.И.- в 11 00 11з «Заречья» выехал в «Завидово» в 12;ю были на месте."
"1979","16 декабря","ussr","СССР","Заречье","departure","В 12;ю Л.И. приехал из «Завидово» на дачу в «Заречье»."
"1980","4 января 1980 г. -","ussr","СССР","Завидово","departure","В 101.0Л.И. выехал сдачи в «Завидово>>."
"1980","7 января -","ussr","СССР","Заречье","departure","В 18.ЗОЛ.И. выехал на дачу в «Заречье», куда нрибыл в 18.46."
"1980","13 января 1980 г. -","ussr","СССР","Завидово","departure","Л.И. в 10 ч. 20 мин. уех11л в «Завидово>> и в 11 ч. 45 мин. прибыл на место."
"1980","15 января -","ussr","СССР","Заречье","departure","В 19.40 Л. И. уехал на дачу в «Заречье>>."
"1980","18 января 1980 г. -","ussr","СССР","Завидово","departure","В 1 (р!1 выехал в «Завидово»."
